id,room_id/id,day,date,temp,Strong/Weak
__export__.temp_log_193462_0656430e,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193461_7df99090,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193460_09287fbe,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193457_db7e14f6,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193456_d71da10c,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193451_163b99a1,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193450_f2e47693,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193447_42112054,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193446_89b733a7,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193445_cf6d2b39,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193444_d6873729,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193443_bec74688,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193442_9fe8b42b,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193441_71892d9f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193440_3d8ff957,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193434_88451e26,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193435_8497ac16,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193429_3254979a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193428_6c587c6a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193425_ce6563be,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193424_ead838c6,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193420_c75178be,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193421_9d637b74,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193417_ed99c66f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193416_aa17f34e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193410_97eea1bd,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193411_28440436,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193409_c7691c55,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193408_f540763e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193405_f291cdcb,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193404_7fbd3b2f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193397_7693299b,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193396_fd93ee46,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193390_c586fe97,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193391_b9be2d63,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193389_a82f0417,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193388_536b0421,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193385_2bdfd080,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193384_a5afab8c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193380_3f63f161,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193381_086c2dcc,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193375_b9c84d64,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193374_4821bbee,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193373_82f3d16b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193372_38f3dc85,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193361_f6577b46,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193359_f02d1879,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193354_9a46f2b9,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193355_b7e1a0ff,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193352_37de6fb4,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193353_26058b82,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193348_608e4399,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193349_4151d6ea,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193347_ccd7d244,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193346_6e6f66e4,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193341_d389414a,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193340_b5c29e27,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193337_acedcd18,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193336_fe9f7dda,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193334_adbf1779,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193335_c10c90bb,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193330_64a70470,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193331_f83db468,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193324_8364f659,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193325_7b7577a8,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193319_2fe6e0a7,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193318_4cbd396c,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193313_45e59b00,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193312_36baeea8,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193309_9b034095,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193308_c9281f4a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193305_6e7b9214,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193304_4fb96151,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193293_9c61dff6,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193292_1ad4e424,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193290_3eb9fbed,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_193291_c54a210c,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_193287_37904daf,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193286_b8491621,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193284_c88e53a5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193285_ca0d2ee8,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193282_cb5d2a24,Room Admin,Jumat,7-12-2018,31,Weak
__export__.temp_log_193283_faf237aa,Room Admin,Jumat,7-12-2018,31,Weak
__export__.temp_log_193278_ad5665bf,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193279_574c75be,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193276_de0282b3,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193277_4ca004aa,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193271_fd666204,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193270_40507cd1,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193262_b31ea1be,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193263_f05e0cae,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193261_9ccef470,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193260_7b0c2261,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193257_c369abed,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193256_13a0c793,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193253_e9b89517,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193252_c8538971,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193251_dd9de65d,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193250_1b405760,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193246_4dd42e1e,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193247_01f2516f,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193241_bdf55460,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193240_f3b65a8c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193236_84070109,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193237_5bd3006b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193234_0049b8d8,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193235_264843d0,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193231_ef583aca,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193230_2bfdb227,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193227_ec3530bc,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193226_bb2708ac,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193225_a77b067f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193224_bfca2456,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193218_c464719e,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193219_5e95d870,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193216_08ef21c1,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193217_cddc65fa,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193211_ab9715c1,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193210_54bf292a,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193209_5e885f47,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193208_5579255e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193204_0be200f4,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193205_14b218ac,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193197_ebe12182,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193196_ad2c3786,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193195_bd891986,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193194_f4f7c6cf,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193187_4d55a4fe,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193186_b648d189,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193185_fc01c263,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193184_963a35eb,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193178_01ded52b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193179_ed130a7b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193176_8ce47340,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193177_b3927505,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193175_9696414b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193174_44de89f4,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193166_aeb5fd6d,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193167_657513af,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193165_e7aae833,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193164_1840663c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193161_81670863,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193160_0d35685f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193154_873d23d1,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193155_c56b1ae5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193150_26ed2215,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193151_a5c08d76,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193144_f00182ff,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193145_24355187,Room Admin,Jumat,7-12-2018,38,Strong
__export__.temp_log_193143_78851693,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193142_8f683839,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193135_4316eb5c,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193134_9edff125,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193126_c4ba82fe,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193127_4017988f,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193117_aed15076,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193116_171c0ed2,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193114_1b77c455,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193115_45322cfe,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193111_2663e9a3,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193110_6d2edf50,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193109_c27e00a8,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193108_3fc35edf,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193099_983c384e,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193098_da603d5b,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193097_3c330c32,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193096_1a1429e6,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193087_5e07d100,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193086_fd4a43cd,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193081_71a82d75,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193080_9ece985f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193075_a3f6144c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193074_512a0211,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193068_fc4f942c,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193069_6655e1d8,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193067_b0306829,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193066_08249471,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193061_4aac7e53,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193060_8a213278,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193059_27130c77,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193058_9087a659,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193055_e5fa267b,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193054_4d20109e,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193046_ecff697f,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193047_e8092284,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193043_6ccf2dd3,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193042_c7b3b7cb,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193040_4ff381e5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193041_ec77ba2a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193036_01b95b84,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193037_d5b5f1af,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193031_5720a162,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193030_324e53e7,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193024_7e96435d,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193025_15fc43b4,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193016_135c2a38,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193017_fed8b526,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193014_d6138017,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193015_34d3b2b5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193009_cda37379,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193011_2afd1713,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_193006_f8e0f40d,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193007_06e6b7cc,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_193002_70086383,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_193004_6cf02cbc,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192997_386e4584,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192999_8638eafb,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192989_f3592239,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192991_98f7a36f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192980_50765625,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192981_7079e76b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192968_8b29f28b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192969_c384143b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192961_e2f09c16,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_192960_d50e209b,Room Admin,Jumat,7-12-2018,37,Strong
__export__.temp_log_192959_ff2b7963,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192958_de469061,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192955_8a4bceca,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192952_1fc9dfa9,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192949_74d23a16,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192951_c31ca8b1,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192937_e08f3b12,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192935_26ce76e9,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192930_aed74f4c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192931_6939823a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192925_eec95680,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192924_90145b52,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192918_ea91f1e5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192919_4b707d37,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192908_0c035ac9,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192909_ed2b608c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192901_147ec3b1,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192900_3ccc6b81,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192894_3536eed1,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192895_e79250e8,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192890_858eae45,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192891_43e8938a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192885_5230aa16,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192884_633190c6,Room Admin,Jumat,7-12-2018,36,Strong
__export__.temp_log_192879_e1fcf292,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192876_ec5f7caf,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192849_405f6b36,Room Admin,Jumat,7-12-2018,35,Strong
__export__.temp_log_192848_e548c0b3,Room Admin,Jumat,7-12-2018,35,Strong
__export__.temp_log_192841_7d18073d,Room Admin,Jumat,7-12-2018,34,Strong
__export__.temp_log_192840_fbc7d951,Room Admin,Jumat,7-12-2018,34,Strong
__export__.temp_log_192837_4753f75e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192836_47d28080,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192835_4e0a04b7,Room Admin,Jumat,7-12-2018,34,Strong
__export__.temp_log_192834_1bfc190b,Room Admin,Jumat,7-12-2018,34,Strong
__export__.temp_log_192830_f00762b5,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192831_49ed228b,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192827_4be24719,Room Admin,Jumat,7-12-2018,33,Strong
__export__.temp_log_192826_0ba94637,Room Admin,Jumat,7-12-2018,33,Strong
__export__.temp_log_192823_4d4abc0e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192822_c3f04dee,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192820_8d2e82db,Room Admin,Jumat,7-12-2018,32,Strong
__export__.temp_log_192821_9371c36b,Room Admin,Jumat,7-12-2018,32,Strong
__export__.temp_log_192816_d201b889,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192817_fc7bb2fe,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192815_98a48cf9,Room Admin,Jumat,7-12-2018,31,Strong
__export__.temp_log_192814_c9e76ff0,Room Admin,Jumat,7-12-2018,31,Strong
__export__.temp_log_192810_e4527863,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192811_6d30e66c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192809_0e5b980e,Room Admin,Jumat,7-12-2018,30,Strong
__export__.temp_log_192808_83f25792,Room Admin,Jumat,7-12-2018,30,Strong
__export__.temp_log_192806_b8cc740d,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192807_996fd39f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192805_bb2871e4,Room Admin,Jumat,7-12-2018,30,Strong
__export__.temp_log_192804_c5779505,Room Admin,Jumat,7-12-2018,30,Strong
__export__.temp_log_192802_d1ebc368,Room Admin,Jumat,7-12-2018,29,Strong
__export__.temp_log_192803_5062371a,Room Admin,Jumat,7-12-2018,29,Strong
__export__.temp_log_192800_1de278e0,Room Admin,Jumat,7-12-2018,28,Strong
__export__.temp_log_192801_a2d67ddb,Room Admin,Jumat,7-12-2018,28,Strong
__export__.temp_log_192798_2359ce5a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192799_1d948f78,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192794_2f313f19,Room Admin,Jumat,7-12-2018,27,Strong
__export__.temp_log_192797_f1461cfb,Room Admin,Jumat,7-12-2018,27,Strong
__export__.temp_log_192793_e2b93680,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192792_a758ba31,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192788_9afa0bea,Room Admin,Jumat,7-12-2018,26,Strong
__export__.temp_log_192789_91391b96,Room Admin,Jumat,7-12-2018,26,Strong
__export__.temp_log_192783_ce6312cc,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192784_c7598e2a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192780_7fd90434,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192781_74a76d39,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192778_010b9ef9,Room Admin,Jumat,7-12-2018,25,Strong
__export__.temp_log_192779_edf3cc26,Room Admin,Jumat,7-12-2018,25,Strong
__export__.temp_log_192773_3fe96ced,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192772_f60fe10f,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192767_76ca5759,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192764_c682fc6a,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192755_a80cc955,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192753_e2cc1c29,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192746_9816cba2,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192747_d9544240,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192735_f190159d,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192734_b729b847,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192730_58a81d1e,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192731_7f2d6c39,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192722_141984ec,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192719_e23dfbbc,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192718_847a39f0,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192723_e9e40e3d,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192713_b513634c,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192712_1ae79f65,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192696_bfd9f7f4,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192697_ffbeb923,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192691_8b0de4e7,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192690_8bf889fd,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192685_47059e30,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192684_c72840b1,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192678_fd6f51de,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192679_b5488556,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192673_073af3ec,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192675_d24d9612,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192667_aa032528,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192664_8054f518,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192661_0a9c6a19,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192660_8cff71c8,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192651_6d4a8a20,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192650_e444a264,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192643_765e817d,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192642_4908d2c6,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192634_9db19f6f,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192635_8e7b1724,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192626_ed54b4f0,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192628_442e9b81,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192627_5d6d7373,Room Admin,Jumat,7-12-2018,29,Weak
__export__.temp_log_192629_6b9c68a2,Room Admin,Jumat,7-12-2018,30,Weak
__export__.temp_log_192619_a47a2dce,Room Admin,Jumat,7-12-2018,29,Weak
